name,uid,code,parent,shortName,level,openingDate
Nteko Village,Nteko Village,Nteko Village,Nyagahinika Cell,Nteko,6,01-01-00
Nyarusuku Village,Nyarusuku Village,Nyarusuku Village,Nyagahinika Cell,Nyarusuku,6,01-01-00
Rugabi Village,Rugabi Village,Rugabi Village,Nyagahinika Cell,Rugabi,6,01-01-00
Rukombe Village,Rukombe Village,Rukombe Village,Nyagahinika Cell,Rukombe,6,01-01-00
Rupango Village,Rupango Village,Rupango Village,Nyagahinika Cell,Rupango,6,01-01-00
Rusisiro Village,Rusisiro Village,Rusisiro Village,Nyagahinika Cell,Rusisiro,6,01-01-00
Ruvumu Village,Ruvumu Village,Ruvumu Village,Nyagahinika Cell,Ruvumu,6,01-01-00
Rukaragata Cell,Rukaragata Cell,Rukaragata Cell,Kigeyo Sector,Rukaragata,5,01-01-00
Gahunga Village,Gahunga Village,Gahunga Village,Rukaragata Cell,Gahunga,6,01-01-00
Gasenyi Village,Gasenyi Village,Gasenyi Village,Rukaragata Cell,Gasenyi,6,01-01-00
Kagondero Village,Kagondero Village,Kagondero Village,Rukaragata Cell,Kagondero,6,01-01-00
Kamina Village,Kamina Village,Kamina Village,Rukaragata Cell,Kamina,6,01-01-00
Kinihira Village,Kinihira Village,Kinihira Village,Rukaragata Cell,Kinihira,6,01-01-00
Murambi Village,Murambi Village,Murambi Village,Rukaragata Cell,Murambi,6,01-01-00
Nganzo Village,Nganzo Village,Nganzo Village,Rukaragata Cell,Nganzo,6,01-01-00
Rwambeho Village,Rwambeho Village,Rwambeho Village,Rukaragata Cell,Rwambeho,6,01-01-00
Rwamiyaga Village,Rwamiyaga Village,Rwamiyaga Village,Rukaragata Cell,Rwamiyaga,6,01-01-00
Tagaza Village,Tagaza Village,Tagaza Village,Rukaragata Cell,Tagaza,6,01-01-00
Kivumu Sector,Kivumu Sector,Kivumu Sector,Rutsiro District,Kivumu,4,01-01-00
Bunyoni Cell,Bunyoni Cell,Bunyoni Cell,Kivumu Sector,Bunyoni,5,01-01-00
Bureke Village,Bureke Village,Bureke Village,Bunyoni Cell,Bureke,6,01-01-00
Gashinga Village,Gashinga Village,Gashinga Village,Bunyoni Cell,Gashinga,6,01-01-00
Gihari Village,Gihari Village,Gihari Village,Bunyoni Cell,Gihari,6,01-01-00
Gitwa Village,Gitwa Village,Gitwa Village,Bunyoni Cell,Gitwa,6,01-01-00
Kabigabiro Village,Kabigabiro Village,Kabigabiro Village,Bunyoni Cell,Kabigabiro,6,01-01-00
Kanyempanga Village,Kanyempanga Village,Kanyempanga Village,Bunyoni Cell,Kanyempanga,6,01-01-00
Nyarubuye Village,Nyarubuye Village,Nyarubuye Village,Bunyoni Cell,Nyarubuye,6,01-01-00
Bunyunju Cell,Bunyunju Cell,Bunyunju Cell,Kivumu Sector,Bunyunju,5,01-01-00
Cyivugiza Village,Cyivugiza Village,Cyivugiza Village,Bunyunju Cell,Cyivugiza,6,01-01-00
Kamabuye Village,Kamabuye Village,Kamabuye Village,Bunyunju Cell,Kamabuye,6,01-01-00
Karungu Village,Karungu Village,Karungu Village,Bunyunju Cell,Karungu,6,01-01-00
Mpinga Village,Mpinga Village,Mpinga Village,Bunyunju Cell,Mpinga,6,01-01-00
Rwamvura Village,Rwamvura Village,Rwamvura Village,Bunyunju Cell,Rwamvura,6,01-01-00
Tarafiporo Village,Tarafiporo Village,Tarafiporo Village,Bunyunju Cell,Tarafiporo,6,01-01-00
Kabere Cell,Kabere Cell,Kabere Cell,Kivumu Sector,Kabere,5,01-01-00
Burambo Village,Burambo Village,Burambo Village,Kabere Cell,Burambo,6,01-01-00
Burango Village,Burango Village,Burango Village,Kabere Cell,Burango,6,01-01-00
Cyato Village,Cyato Village,Cyato Village,Kabere Cell,Cyato,6,01-01-00
Kabitara Village,Kabitara Village,Kabitara Village,Kabere Cell,Kabitara,6,01-01-00
Kabusagara Village,Kabusagara Village,Kabusagara Village,Kabere Cell,Kabusagara,6,01-01-00
Kagera Village,Kagera Village,Kagera Village,Kabere Cell,Kagera,6,01-01-00
Mushubati Village,Mushubati Village,Mushubati Village,Kabere Cell,Mushubati,6,01-01-00
Kabujenje Cell,Kabujenje Cell,Kabujenje Cell,Kivumu Sector,Kabujenje,5,01-01-00
Bitare Village,Bitare Village,Bitare Village,Kabujenje Cell,Bitare,6,01-01-00
Buhogo Village,Buhogo Village,Buhogo Village,Kabujenje Cell,Buhogo,6,01-01-00
Kabagwe Village,Kabagwe Village,Kabagwe Village,Kabujenje Cell,Kabagwe,6,01-01-00
Kabuye Village,Kabuye Village,Kabuye Village,Kabujenje Cell,Kabuye,6,01-01-00
Kanyamatembe Village,Kanyamatembe Village,Kanyamatembe Village,Kabujenje Cell,Kanyamatembe,6,01-01-00
Rurembo Village,Rurembo Village,Rurembo Village,Kabujenje Cell,Rurembo,6,01-01-00
Rusisiro Village,Rusisiro Village,Rusisiro Village,Kabujenje Cell,Rusisiro,6,01-01-00
Rutambi Village,Rutambi Village,Rutambi Village,Kabujenje Cell,Rutambi,6,01-01-00
Tarasi Village,Tarasi Village,Tarasi Village,Kabujenje Cell,Tarasi,6,01-01-00
Karambi Cell,Karambi Cell,Karambi Cell,Kivumu Sector,Karambi,5,01-01-00
Bukiro Village,Bukiro Village,Bukiro Village,Karambi Cell,Bukiro,6,01-01-00
Bukumba Village,Bukumba Village,Bukumba Village,Karambi Cell,Bukumba,6,01-01-00
Buroha Village,Buroha Village,Buroha Village,Karambi Cell,Buroha,6,01-01-00
Bushamba Village,Bushamba Village,Bushamba Village,Karambi Cell,Bushamba,6,01-01-00
Gateko Village,Gateko Village,Gateko Village,Karambi Cell,Gateko,6,01-01-00
Kabuga Village,Kabuga Village,Kabuga Village,Karambi Cell,Kabuga,6,01-01-00
Nyundo Village,Nyundo Village,Nyundo Village,Karambi Cell,Nyundo,6,01-01-00
Rusumo Village,Rusumo Village,Rusumo Village,Karambi Cell,Rusumo,6,01-01-00
Nganzo Cell,Nganzo Cell,Nganzo Cell,Kivumu Sector,Nganzo,5,01-01-00
Bubira Village,Bubira Village,Bubira Village,Nganzo Cell,Bubira,6,01-01-00
Bugarishya Village,Bugarishya Village,Bugarishya Village,Nganzo Cell,Bugarishya,6,01-01-00
Kamwimba Village,Kamwimba Village,Kamwimba Village,Nganzo Cell,Kamwimba,6,01-01-00
Muramba Village,Muramba Village,Muramba Village,Nganzo Cell,Muramba,6,01-01-00
Nyabiti Village,Nyabiti Village,Nyabiti Village,Nganzo Cell,Nyabiti,6,01-01-00
Remera Village,Remera Village,Remera Village,Nganzo Cell,Remera,6,01-01-00
Rwinyoni Village,Rwinyoni Village,Rwinyoni Village,Nganzo Cell,Rwinyoni,6,01-01-00
Tawuni Village,Tawuni Village,Tawuni Village,Nganzo Cell,Tawuni,6,01-01-00
Manihira Sector,Manihira Sector,Manihira Sector,Rutsiro District,Manihira,4,01-01-00
Haniro Cell,Haniro Cell,Haniro Cell,Manihira Sector,Haniro,5,01-01-00
Bitabaro Village,Bitabaro Village,Bitabaro Village,Haniro Cell,Bitabaro,6,01-01-00
Gisunzu Village,Gisunzu Village,Gisunzu Village,Haniro Cell,Gisunzu,6,01-01-00
Gitwe Village,Gitwe Village,Gitwe Village,Haniro Cell,Gitwe,6,01-01-00
Kaziramihunda Village,Kaziramihunda Village,Kaziramihunda Village,Haniro Cell,Kaziramihunda,6,01-01-00
Kivumu Village,Kivumu Village,Kivumu Village,Haniro Cell,Kivumu,6,01-01-00
Mifu Village,Mifu Village,Mifu Village,Haniro Cell,Mifu,6,01-01-00
Rukondo Village,Rukondo Village,Rukondo Village,Haniro Cell,Rukondo,6,01-01-00
Runaba Village,Runaba Village,Runaba Village,Haniro Cell,Runaba,6,01-01-00
Muyira Cell,Muyira Cell,Muyira Cell,Manihira Sector,Muyira,5,01-01-00
Birambo Village,Birambo Village,Birambo Village,Muyira Cell,Birambo,6,01-01-00
Kagarama Village,Kagarama Village,Kagarama Village,Muyira Cell,Kagarama,6,01-01-00
Kamishunguro Village,Kamishunguro Village,Kamishunguro Village,Muyira Cell,Kamishunguro,6,01-01-00
Kanama Village,Kanama Village,Kanama Village,Muyira Cell,Kanama,6,01-01-00
Kimpongo Village,Kimpongo Village,Kimpongo Village,Muyira Cell,Kimpongo,6,01-01-00
Mujebeshi Village,Mujebeshi Village,Mujebeshi Village,Muyira Cell,Mujebeshi,6,01-01-00
Muyira Village,Muyira Village,Muyira Village,Muyira Cell,Muyira,6,01-01-00
Nyakarambi Village,Nyakarambi Village,Nyakarambi Village,Muyira Cell,Nyakarambi,6,01-01-00
Rufungo Village,Rufungo Village,Rufungo Village,Muyira Cell,Rufungo,6,01-01-00
Rutangaza Village,Rutangaza Village,Rutangaza Village,Muyira Cell,Rutangaza,6,01-01-00
Rutare Village,Rutare Village,Rutare Village,Muyira Cell,Rutare,6,01-01-00
Tangabo Cell,Tangabo Cell,Tangabo Cell,Manihira Sector,Tangabo,5,01-01-00
Kabeza Village,Kabeza Village,Kabeza Village,Tangabo Cell,Kabeza,6,01-01-00
Kadehero Village,Kadehero Village,Kadehero Village,Tangabo Cell,Kadehero,6,01-01-00
Kanama Village,Kanama Village,Kanama Village,Tangabo Cell,Kanama,6,01-01-00
Karambo Village,Karambo Village,Karambo Village,Tangabo Cell,Karambo,6,01-01-00
Munini Village,Munini Village,Munini Village,Tangabo Cell,Munini,6,01-01-00
Nyarushogwe Village,Nyarushogwe Village,Nyarushogwe Village,Tangabo Cell,Nyarushogwe,6,01-01-00
Rugano Village,Rugano Village,Rugano Village,Tangabo Cell,Rugano,6,01-01-00
Mukura Sector,Mukura Sector,Mukura Sector,Rutsiro District,Mukura,4,01-01-00
Kabuga Cell,Kabuga Cell,Kabuga Cell,Mukura Sector,Kabuga,5,01-01-00
Kabahigi Village,Kabahigi Village,Kabahigi Village,Kabuga Cell,Kabahigi,6,01-01-00
Karambo Ya 1 Village,Karambo Ya 1 Village,Karambo Ya 1 Village,Kabuga Cell,Karambo Ya 1,6,01-01-00
Miraramo Village,Miraramo Village,Miraramo Village,Kabuga Cell,Miraramo,6,01-01-00
Sanzare Village,Sanzare Village,Sanzare Village,Kabuga Cell,Sanzare,6,01-01-00
Kagano Cell,Kagano Cell,Kagano Cell,Mukura Sector,Kagano,5,01-01-00
Cyabatsinga Village,Cyabatsinga Village,Cyabatsinga Village,Kagano Cell,Cyabatsinga,6,01-01-00
Gakeri Village,Gakeri Village,Gakeri Village,Kagano Cell,Gakeri,6,01-01-00
Kabacuzi Village,Kabacuzi Village,Kabacuzi Village,Kagano Cell,Kabacuzi,6,01-01-00
Kagano Village,Kagano Village,Kagano Village,Kagano Cell,Kagano,6,01-01-00
Kamonyi Village,Kamonyi Village,Kamonyi Village,Kagano Cell,Kamonyi,6,01-01-00
Kazizi Village,Kazizi Village,Kazizi Village,Kagano Cell,Kazizi,6,01-01-00
Kibavu Village,Kibavu Village,Kibavu Village,Kagano Cell,Kibavu,6,01-01-00
Kiriba Village,Kiriba Village,Kiriba Village,Kagano Cell,Kiriba,6,01-01-00
Ntobo Village,Ntobo Village,Ntobo Village,Kagano Cell,Ntobo,6,01-01-00
Nyaburama Village,Nyaburama Village,Nyaburama Village,Kagano Cell,Nyaburama,6,01-01-00
Rugomero Village,Rugomero Village,Rugomero Village,Kagano Cell,Rugomero,6,01-01-00
Tumba Village,Tumba Village,Tumba Village,Kagano Cell,Tumba,6,01-01-00
Kageyo Cell,Kageyo Cell,Kageyo Cell,Mukura Sector,Kageyo,5,01-01-00
Bitura Village,Bitura Village,Bitura Village,Kageyo Cell,Bitura,6,01-01-00
Karumbi Village,Karumbi Village,Karumbi Village,Kageyo Cell,Karumbi,6,01-01-00
Kigeyo Village,Kigeyo Village,Kigeyo Village,Kageyo Cell,Kigeyo,6,01-01-00
Kimishishi Village,Kimishishi Village,Kimishishi Village,Kageyo Cell,Kimishishi,6,01-01-00
Mucaca Village,Mucaca Village,Mucaca Village,Kageyo Cell,Mucaca,6,01-01-00
Ntonde Village,Ntonde Village,Ntonde Village,Kageyo Cell,Ntonde,6,01-01-00
Nyanzu Village,Nyanzu Village,Nyanzu Village,Kageyo Cell,Nyanzu,6,01-01-00
Rukeri Village,Rukeri Village,Rukeri Village,Kageyo Cell,Rukeri,6,01-01-00
Rukondo Village,Rukondo Village,Rukondo Village,Kageyo Cell,Rukondo,6,01-01-00
Site Mukura Ya 1 Village,Site Mukura Ya 1 Village,Site Mukura Ya 1 Village,Kageyo Cell,Site Mukura Ya 1,6,01-01-00
Site Mukura Ya 2 Village,Site Mukura Ya 2 Village,Site Mukura Ya 2 Village,Kageyo Cell,Site Mukura Ya 2,6,01-01-00
Kagusa Cell,Kagusa Cell,Kagusa Cell,Mukura Sector,Kagusa,5,01-01-00
Bucyeye Village,Bucyeye Village,Bucyeye Village,Kagusa Cell,Bucyeye,6,01-01-00
Gako Village,Gako Village,Gako Village,Kagusa Cell,Gako,6,01-01-00
Gasharu Village,Gasharu Village,Gasharu Village,Kagusa Cell,Gasharu,6,01-01-00
Muhindo Village,Muhindo Village,Muhindo Village,Kagusa Cell,Muhindo,6,01-01-00
Rusasa Village,Rusasa Village,Rusasa Village,Kagusa Cell,Rusasa,6,01-01-00
Karambo Cell,Karambo Cell,Karambo Cell,Mukura Sector,Karambo,5,01-01-00
Bandamiko Village,Bandamiko Village,Bandamiko Village,Karambo Cell,Bandamiko,6,01-01-00
Dehero Village,Dehero Village,Dehero Village,Karambo Cell,Dehero,6,01-01-00
Gasambi Village,Gasambi Village,Gasambi Village,Karambo Cell,Gasambi,6,01-01-00
Gihumo Village,Gihumo Village,Gihumo Village,Karambo Cell,Gihumo,6,01-01-00
Gituntu Village,Gituntu Village,Gituntu Village,Karambo Cell,Gituntu,6,01-01-00
Karambo Ya 2 Village,Karambo Ya 2 Village,Karambo Ya 2 Village,Karambo Cell,Karambo Ya 2,6,01-01-00
Terimbere Village,Terimbere Village,Terimbere Village,Karambo Cell,Terimbere,6,01-01-00
Mwendo Cell,Mwendo Cell,Mwendo Cell,Mukura Sector,Mwendo,5,01-01-00
Bitenga Village,Bitenga Village,Bitenga Village,Mwendo Cell,Bitenga,6,01-01-00
Gafu Village,Gafu Village,Gafu Village,Mwendo Cell,Gafu,6,01-01-00
Gako Village,Gako Village,Gako Village,Mwendo Cell,Gako,6,01-01-00
Gitega Village,Gitega Village,Gitega Village,Mwendo Cell,Gitega,6,01-01-00
Kabeza Village,Kabeza Village,Kabeza Village,Mwendo Cell,Kabeza,6,01-01-00
Kabisasa Village,Kabisasa Village,Kabisasa Village,Mwendo Cell,Kabisasa,6,01-01-00
Kagogo Village,Kagogo Village,Kagogo Village,Mwendo Cell,Kagogo,6,01-01-00
Kagombwa Village,Kagombwa Village,Kagombwa Village,Mwendo Cell,Kagombwa,6,01-01-00
Kamariba Village,Kamariba Village,Kamariba Village,Mwendo Cell,Kamariba,6,01-01-00
Mataba Village,Mataba Village,Mataba Village,Mwendo Cell,Mataba,6,01-01-00
Nyarubande Village,Nyarubande Village,Nyarubande Village,Mwendo Cell,Nyarubande,6,01-01-00
Nyarusongati Village,Nyarusongati Village,Nyarusongati Village,Mwendo Cell,Nyarusongati,6,01-01-00
Nyove Village,Nyove Village,Nyove Village,Mwendo Cell,Nyove,6,01-01-00
Rugari Village,Rugari Village,Rugari Village,Mwendo Cell,Rugari,6,01-01-00
Murunda Sector,Murunda Sector,Murunda Sector,Rutsiro District,Murunda,4,01-01-00
Kirwa Cell,Kirwa Cell,Kirwa Cell,Murunda Sector,Kirwa,5,01-01-00
Bukongora Village,Bukongora Village,Bukongora Village,Kirwa Cell,Bukongora,6,01-01-00
Gasasa Village,Gasasa Village,Gasasa Village,Kirwa Cell,Gasasa,6,01-01-00
Kabatemba Village,Kabatemba Village,Kabatemba Village,Kirwa Cell,Kabatemba,6,01-01-00
Kajugujugu Village,Kajugujugu Village,Kajugujugu Village,Kirwa Cell,Kajugujugu,6,01-01-00
Karumbi Village,Karumbi Village,Karumbi Village,Kirwa Cell,Karumbi,6,01-01-00
Karuruma Village,Karuruma Village,Karuruma Village,Kirwa Cell,Karuruma,6,01-01-00
Muremure Village,Muremure Village,Muremure Village,Kirwa Cell,Muremure,6,01-01-00
Nyenyeri Village,Nyenyeri Village,Nyenyeri Village,Kirwa Cell,Nyenyeri,6,01-01-00
Ruhanga Village,Ruhanga Village,Ruhanga Village,Kirwa Cell,Ruhanga,6,01-01-00
Rusisiro Village,Rusisiro Village,Rusisiro Village,Kirwa Cell,Rusisiro,6,01-01-00
Satinsyi Village,Satinsyi Village,Satinsyi Village,Kirwa Cell,Satinsyi,6,01-01-00
Mburamazi Cell,Mburamazi Cell,Mburamazi Cell,Murunda Sector,Mburamazi,5,01-01-00
Gatoki Village,Gatoki Village,Gatoki Village,Mburamazi Cell,Gatoki,6,01-01-00
Kamuhoza Village,Kamuhoza Village,Kamuhoza Village,Mburamazi Cell,Kamuhoza,6,01-01-00
Kariba Village,Kariba Village,Kariba Village,Mburamazi Cell,Kariba,6,01-01-00
Murunda Village,Murunda Village,Murunda Village,Mburamazi Cell,Murunda,6,01-01-00
